L,n,Trial,pd.merge,pd.DataFrame.merge,pd.DataFrame.__new__
100,40.0%,0,0.0021178000000000217,0.0016818999999999769,0.0010310000000000041
100,40.0%,1,0.0016621666666666683,0.0012425666666666668,0.001188299999999994
100,40.0%,2,0.001493266666666641,0.0012959000000000536,0.0011077333333333605
100,40.0%,3,0.0017023999999999557,0.0013636999999999677,0.001022866666666659
100,40.0%,4,0.001664133333333373,0.0012744000000000089,0.0009922333333332773
100,40.0%,5,0.0016235999999999844,0.0013540000000000034,0.0009759666666666611
100,50.0%,0,0.0016129000000000282,0.0011409000000000002,0.0010355666666666725
100,50.0%,1,0.0014741333333333124,0.0013981333333333474,0.0010243666666667206
100,50.0%,2,0.0015867666666666835,0.0012818666666666683,0.0010120666666666445
100,50.0%,3,0.0014588666666666879,0.0012576666666666754,0.0010793000000000053
100,50.0%,4,0.00147040000000002,0.0011268666666666889,0.0009314666666666582
100,50.0%,5,0.0014653999999999872,0.0014594666666666682,0.0013609666666666669
100,60.0%,0,0.0021487999999999876,0.001374700000000025,0.0010112666666666954
100,60.0%,1,0.0015643999999999842,0.0015250333333333514,0.0009259999999999824
100,60.0%,2,0.0017485333333333575,0.0012242333333332873,0.0009480000000000229
100,60.0%,3,0.0014787333333333337,0.0011644999999999388,0.0009615999999999699
100,60.0%,4,0.001499333333333297,0.0011584000000000039,0.00099663333333333
100,60.0%,5,0.0014917333333333744,0.0012803666666666806,0.0009720000000000469
100,70.0%,0,0.0017907666666667026,0.0012654666666667147,0.0009954333333332954
100,70.0%,1,0.0014466333333333174,0.0013035333333333288,0.0008754666666666763
100,70.0%,2,0.0017126333333333428,0.0011546666666666372,0.0009797000000000278
100,70.0%,3,0.00148556666666666,0.0011563333333333148,0.0009552999999999923
100,70.0%,4,0.0015494666666666657,0.001181433333333315,0.001099166666666651
100,70.0%,5,0.0014651666666666656,0.0011495999999999729,0.0009083666666667156
100,80.0%,0,0.0015483333333333367,0.001185266666666666,0.0009157333333333906
100,80.0%,1,0.001716433333333341,0.0014517666666666134,0.001624800000000019
100,80.0%,2,0.0018072666666667143,0.001301600000000051,0.001074233333333341
100,80.0%,3,0.0017358333333333438,0.0014369999999999845,0.0010699333333333467
100,80.0%,4,0.0015135333333332983,0.0011835333333332827,0.001073566666666655
100,80.0%,5,0.001539666666666643,0.0012938666666667171,0.000899833333333285
100,90.0%,0,0.001562366666666648,0.0013033666666666388,0.0010832333333333406
100,90.0%,1,0.0015624333333333535,0.0012923333333333027,0.0010395333333333607
100,90.0%,2,0.001955000000000003,0.0012581666666666713,0.0011232666666666595
100,90.0%,3,0.001636933333333331,0.0015064666666667244,0.0011339333333333368
100,90.0%,4,0.0014850333333333114,0.0011585666666666938,0.0009657666666666268
100,90.0%,5,0.0015960666666667105,0.0011569666666666478,0.0008798333333333019
1000,10.0%,0,0.0021176333333333317,0.0016016666666667234,0.0013763333333333498
1000,10.0%,1,0.0020676333333333,0.0014546333333333254,0.001391633333333327
1000,10.0%,2,0.0017661666666666982,0.001638199999999997,0.0015949000000000286
1000,10.0%,3,0.002027633333333334,0.001638366666666687,0.0013892333333333322
1000,10.0%,4,0.001937566666666705,0.0015125333333333064,0.0013528333333333216
1000,10.0%,5,0.0020010666666666252,0.00158426666666663,0.0012943999999999178
1000,20.0%,0,0.00202703333333328,0.0015259999999999903,0.001436466666666636
1000,20.0%,1,0.0017650333333333694,0.0013504000000000478,0.0012505666666666748
1000,20.0%,2,0.0018933333333333024,0.0014682666666666992,0.0012039999999999829
1000,20.0%,3,0.0017459999999999514,0.0015277333333332994,0.0013780333333333061
1000,20.0%,4,0.001986033333333322,0.001568599999999994,0.001726533333333317
1000,20.0%,5,0.0017291333333333547,0.001476466666666602,0.0014498333333333353
1000,30.0%,0,0.001933399999999974,0.001506700000000046,0.0014827999999999324
1000,30.0%,1,0.0018214999999999943,0.0016515999999999014,0.0016240333333333485
1000,30.0%,2,0.0017205333333332185,0.0016240666666666275,0.0012568000000000208
1000,30.0%,3,0.0019504999999999661,0.0015220666666667289,0.0011936333333332587
1000,30.0%,4,0.0017263333333333482,0.0016396333333334272,0.001260766666666709
1000,30.0%,5,0.003452433333333301,0.0015685666666665672,0.0013410333333333153
1000,40.0%,0,0.0021590333333332268,0.0015448999999999973,0.001716466666666694
1000,40.0%,1,0.0031761999999999624,0.0016998333333333449,0.0022383333333334163
1000,40.0%,2,0.00245726666666668,0.0024655333333332883,0.0018669999999999891
1000,40.0%,3,0.002526366666666687,0.001679466666666703,0.002278033333333429
1000,40.0%,4,0.002415333333333436,0.0015590666666667197,0.002290333333333431
1000,40.0%,5,0.0024429333333332672,0.002376266666666608,0.0019251000000000869
1000,50.0%,0,0.0030986000000000993,0.002666499999999979,0.00210106666666654
1000,50.0%,1,0.0024707666666666426,0.00169373333333341,0.002291533333333392
1000,50.0%,2,0.0020332666666666257,0.002165366666666557,0.0021096999999999553
1000,50.0%,3,0.002928899999999975,0.0026170333333332962,0.0016585999999999916
1000,50.0%,4,0.0020050333333333135,0.002249400000000031,0.0015843666666666145
1000,50.0%,5,0.001993199999999954,0.002087199999999919,0.0024944666666666393
1000,60.0%,0,0.002897566666666703,0.0020807999999998827,0.001722999999999993
1000,60.0%,1,0.0020952666666667064,0.0023456666666668013,0.001906199999999932
1000,60.0%,2,0.002660966666666672,0.0016424999999999912,0.002284299999999906
1000,60.0%,3,0.002155800000000004,0.0023900666666666717,0.0020506000000000135
1000,60.0%,4,0.0026803333333333215,0.0022064333333332207,0.0016271333333333082
1000,60.0%,5,0.0029872666666665992,0.0016219999999999384,0.0026160333333333043
1000,70.0%,0,0.002304633333333269,0.0024019666666667363,0.0017275666666665874
1000,70.0%,1,0.00222459999999991,0.0020207333333333763,0.0016177000000000181
1000,70.0%,2,0.001922366666666786,0.0016807333333332213,0.0018024666666667244
1000,70.0%,3,0.0018364999999998706,0.0019259999999999462,0.0017432666666666503
1000,70.0%,4,0.0019867666666666395,0.0016399999999999377,0.0015014999999999705
1000,70.0%,5,0.0018670666666666946,0.0017123666666667425,0.001640766666666682
1000,80.0%,0,0.002164133333333318,0.0016475333333333768,0.0018659666666665704
1000,80.0%,1,0.0021617666666666757,0.002130200000000008,0.0017542666666667077
1000,80.0%,2,0.001997133333333364,0.0015621666666666794,0.0014617333333334
1000,80.0%,3,0.0017407333333333181,0.0015515999999999863,0.0014982000000000422
1000,80.0%,4,0.0019003999999999503,0.0014994666666667082,0.0016020000000001033
1000,80.0%,5,0.0018800666666667354,0.0013639999999999948,0.0017022666666666926
1000,90.0%,0,0.0017577666666666047,0.0016594333333334414,0.0016034666666665902
1000,90.0%,1,0.002665200000000034,0.001777899999999999,0.0017381000000000018
1000,90.0%,2,0.0025810333333334454,0.002517366666666613,0.0016642666666665622
1000,90.0%,3,0.002190866666666569,0.0017789333333334174,0.002229433333333327
1000,90.0%,4,0.002131933333333317,0.0018848333333334466,0.0018451999999999913
1000,90.0%,5,0.002601233333333249,0.0017557000000000638,0.0020228999999999018
10000,10.0%,0,0.0029294333333333236,0.0025166666666667226,0.00259639999999998
10000,10.0%,1,0.0032129666666665577,0.002510999999999856,0.0021551999999999496
10000,10.0%,2,0.0028587666666666975,0.002227333333333359,0.0017515333333334067
10000,10.0%,3,0.001924433333333327,0.0015488333333334066,0.0015010999999998849
10000,10.0%,4,0.001872633333333577,0.0015422666666668288,0.0015057000000000542
10000,10.0%,5,0.002277566666666786,0.0024857333333333878,0.0014888333333334576
10000,20.0%,0,0.0022562000000000046,0.001861099999999875,0.0016587333333335508
10000,20.0%,1,0.00202359999999994,0.0024341666666665893,0.001530199999999778
10000,20.0%,2,0.0020577999999999244,0.0016312999999999651,0.0015036000000000864
10000,20.0%,3,0.002191466666666623,0.0020765333333333893,0.0017469333333333854
10000,20.0%,4,0.002149533333333231,0.0018122333333332463,0.0017536666666666534
10000,20.0%,5,0.0023016333333334416,0.0017318333333330809,0.0018992000000001379
10000,30.0%,0,0.002471833333333192,0.0017498666666666551,0.0015952999999999662
10000,30.0%,1,0.0021908666666667167,0.0018395999999999784,0.0016077333333332315
10000,30.0%,2,0.002871033333333569,0.0017461333333332145,0.0016860999999999866
10000,30.0%,3,0.002145833333333217,0.0017323333333332986,0.0016843999999999564
10000,30.0%,4,0.002224899999999863,0.0018477666666667503,0.0023078999999999184
10000,30.0%,5,0.0020673999999999046,0.0018422333333332948,0.0016162666666665142
10000,40.0%,0,0.002248600000000008,0.002590500000000162,0.0019016000000000588
10000,40.0%,1,0.0022579666666668885,0.001882700000000052,0.0019499999999998963
10000,40.0%,2,0.0024088666666666945,0.0023062666666667417,0.0018522666666666392
10000,40.0%,3,0.002123299999999754,0.0020791999999998367,0.0018557666666666843
10000,40.0%,4,0.002245099999999963,0.002486399999999852,0.001880466666666673
10000,40.0%,5,0.002121200000000082,0.0019655333333335654,0.0016883666666667925
10000,50.0%,0,0.0023749333333335323,0.0022560000000000358,0.002299966666666542
10000,50.0%,1,0.002283666666666425,0.0019617666666666977,0.002255133333333307
10000,50.0%,2,0.0022323999999998754,0.0027355333333331324,0.002450500000000133
10000,50.0%,3,0.0030083333333334275,0.0022555333333335406,0.0023574333333333066
10000,50.0%,4,0.0036759999999998647,0.0029473999999997482,0.0018443666666666896
10000,50.0%,5,0.0026665333333332577,0.0021277666666668082,0.0028831000000000273
10000,60.0%,0,0.002986199999999902,0.0023608666666667943,0.00179310000000014
10000,60.0%,1,0.0021641999999998753,0.0018415999999999617,0.0018027999999998083
10000,60.0%,2,0.002838700000000157,0.0028197000000001657,0.0018293000000001076
10000,60.0%,3,0.0022804999999997597,0.001884300000000098,0.0019629333333333796
10000,60.0%,4,0.0022029000000000445,0.0018356000000000112,0.0023145000000000713
10000,60.0%,5,0.002184933333333324,0.0019296666666663853,0.0018651666666666955
10000,70.0%,0,0.004107299999999962,0.002085700000000005,0.002332599999999907
10000,70.0%,1,0.004114533333333152,0.0019963666666669155,0.0023542333333332146
10000,70.0%,2,0.002423266666666516,0.0018557666666666843,0.0021311000000000155
10000,70.0%,3,0.002198700000000405,0.001863800000000045,0.0020044333333334072
10000,70.0%,4,0.002221099999999865,0.0018696666666665844,0.0025236999999999434
10000,70.0%,5,0.002332733333333318,0.0019536666666670754,0.0018919999999997827
10000,80.0%,0,0.0029010333333333214,0.0019277000000001248,0.0020335333333333003
10000,80.0%,1,0.002245900000000134,0.0019925000000000637,0.002102700000000013
10000,80.0%,2,0.003226333333333405,0.0018912333333330384,0.00225936666666667
10000,80.0%,3,0.002383500000000538,0.0020049666666667556,0.0020583666666667
10000,80.0%,4,0.0023272333333329933,0.0019039333333334223,0.002975299999999829
10000,80.0%,5,0.002502566666666558,0.0019730000000001504,0.002729499999999755
10000,90.0%,0,0.004128199999999656,0.0023502333333329517,0.0036492666666667617
10000,90.0%,1,0.003748933333333445,0.0019705999999999335,0.0022766666666663347
10000,90.0%,2,0.002830866666666173,0.002326066666666904,0.0025947333333332287
10000,90.0%,3,0.003810333333333323,0.0037842000000001264,0.0036918666666672095
10000,90.0%,4,0.0022337999999996563,0.001905733333333141,0.002200600000000108
10000,90.0%,5,0.0032188000000002623,0.0021235666666671684,0.002334766666666136
100000,10.0%,0,0.010800066666666552,0.01016919999999999,0.011324766666666855
100000,10.0%,1,0.010393766666666693,0.01131383333333306,0.011358199999999504
100000,10.0%,2,0.010517233333333209,0.009979333333333784,0.01149470000000008
100000,10.0%,3,0.010544966666666747,0.00932680000000019,0.011323533333333321
100000,10.0%,4,0.010353366666666494,0.01000863333333335,0.011123600000000048
100000,10.0%,5,0.011018299999999925,0.009871666666666576,0.011404066666666305
100000,20.0%,0,0.011956666666666393,0.01125463333333343,0.012472100000000097
100000,20.0%,1,0.011603433333333394,0.010895833333333846,0.01287563333333234
100000,20.0%,2,0.011935899999999814,0.011099399999999093,0.013066299999999606
100000,20.0%,3,0.012633999999999665,0.01121126666666683,0.012666800000000459
100000,20.0%,4,0.011933300000000221,0.01110396666666702,0.012445433333333256
100000,20.0%,5,0.01305396666666662,0.010677966666666094,0.012433333333333962
100000,30.0%,0,0.01320526666666666,0.0137676666666664,0.014744866666666448
100000,30.0%,1,0.013074800000000645,0.012216433333333518,0.013816466666667063
100000,30.0%,2,0.01319756666666668,0.011691000000000193,0.01387559999999984
100000,30.0%,3,0.012687299999999624,0.011984000000000586,0.015108833333332683
100000,30.0%,4,0.012746999999999767,0.011771099999999516,0.013819733333332826
100000,30.0%,5,0.012770433333333386,0.013321466666667447,0.014128933333333057
100000,40.0%,0,0.014275533333332646,0.013259733333333893,0.017521166666665994
100000,40.0%,1,0.013652199999998041,0.01317909999999974,0.017478633333332994
100000,40.0%,2,0.013703133333334469,0.013129233333332971,0.017333499999999447
100000,40.0%,3,0.013697033333331868,0.013000566666666677,0.017575533333333244
100000,40.0%,4,0.013838733333332224,0.014454266666668047,0.01733329999999948
100000,40.0%,5,0.013814033333332532,0.012973033333333698,0.017390533333333735
100000,50.0%,0,0.015598599999999388,0.013927200000000065,0.019114733333334282
100000,50.0%,1,0.014555100000000229,0.013777866666667174,0.01909623333333362
100000,50.0%,2,0.014301166666664736,0.013726800000000594,0.0190149333333333
100000,50.0%,3,0.014407566666667057,0.013807233333331226,0.020453400000000954
100000,50.0%,4,0.014374766666667446,0.013586733333333711,0.019187600000002192
100000,50.0%,5,0.014786433333332146,0.013739366666667271,0.019151400000000745
100000,60.0%,0,0.014662500000000023,0.014183366666666567,0.020626866666667354
100000,60.0%,1,0.01502019999999978,0.015411233333333977,0.0204504666666665
100000,60.0%,2,0.01489543333333406,0.014611399999999719,0.020933733333331855
100000,60.0%,3,0.015090766666666866,0.014235666666666683,0.020455899999999378
100000,60.0%,4,0.015244833333331561,0.014479166666665341,0.020576266666665788
100000,60.0%,5,0.016355366666668186,0.018581100000001054,0.027848766666667284
100000,70.0%,0,0.01626666666666665,0.014872300000000394,0.021757733333333345
100000,70.0%,1,0.015382466666667463,0.01642846666666505,0.024494166666665745
100000,70.0%,2,0.015609566666666316,0.014691133333334013,0.022199333333333016
100000,70.0%,3,0.01534959999999804,0.014652466666667863,0.021819033333332054
100000,70.0%,4,0.023506166666668566,0.016209333333333593,0.023774466666668086
100000,70.0%,5,0.015510333333333884,0.017044200000000842,0.021754766666665166
100000,80.0%,0,0.015935366666667505,0.015187199999999734,0.023611999999999966
100000,80.0%,1,0.0159096666666656,0.024230966666666614,0.023214099999999387
100000,80.0%,2,0.018129333333329594,0.015402266666664369,0.023998600000003496
100000,80.0%,3,0.01591979999999656,0.015097566666668172,0.023513600000001134
100000,80.0%,4,0.015883299999998712,0.016221399999996795,0.023579299999999154
100000,80.0%,5,0.01570113333333249,0.01524706666666494,0.023180333333333653
100000,90.0%,0,0.016407099999999748,0.015651600000002947,0.02527956666666853
100000,90.0%,1,0.01628173333333412,0.015849666666667872,0.02441083333333438
100000,90.0%,2,0.016384466666669557,0.015794766666663424,0.024581033333333835
100000,90.0%,3,0.01669986666666527,0.01694759999999936,0.024899666666669873
100000,90.0%,4,0.016483533333333373,0.01564893333333354,0.024567699999996268
100000,90.0%,5,0.016209466666666117,0.015774600000000305,0.024640633333333994
1000000,10.0%,0,0.11739393333333226,0.1147356666666705,0.14487693333333596
1000000,10.0%,1,0.11950499999999901,0.11603696666666963,0.14437500000000134
1000000,10.0%,2,0.11640623333333149,0.11748506666666476,0.14557983333332913
1000000,10.0%,3,0.11576789999999922,0.11052890000000086,0.18943363333333232
1000000,10.0%,4,0.11825209999999704,0.10996149999999716,0.14704860000000508
1000000,10.0%,5,0.11541539999999866,0.1098845666666648,0.1498958666666681
1000000,20.0%,0,0.12749026666666433,0.12158156666666287,0.16351196666666587
1000000,20.0%,1,0.15906940000000228,0.12060320000000502,0.1851963000000012
1000000,20.0%,2,0.1274312666666617,0.1210108000000029,0.16269536666666795
1000000,20.0%,3,0.13106123333333622,0.12098496666666847,0.16389270000000047
1000000,20.0%,4,0.13420080000000212,0.12276323333333039,0.16456830000000386
1000000,20.0%,5,0.12902123333333293,0.12118393333333681,0.18138519999999403
1000000,30.0%,0,0.143611066666665,0.14805599999999686,0.17840266666667048
1000000,30.0%,1,0.13825066666667377,0.13315483333334063,0.17876226666667586
1000000,30.0%,2,0.13917996666665053,0.13609876666667256,0.17604039999999563
1000000,30.0%,3,0.13775223333334452,0.13261483333333976,0.1758811666666702
1000000,30.0%,4,0.1456638999999882,0.1484641333333343,0.17685536666668136
1000000,30.0%,5,0.14273196666666385,0.13242163333334625,0.1776290999999901
1000000,40.0%,0,0.14876526666667664,0.1425701333333412,0.19517366666665717
1000000,40.0%,1,0.1498792333333275,0.14349070000001043,0.19568149999999682
1000000,40.0%,2,0.1514895666666689,0.16333276666665597,0.19095069999999245
1000000,40.0%,3,0.14830510000001595,0.14198809999999185,0.20949393333332486
1000000,40.0%,4,0.14757370000000947,0.1418418999999934,0.19131963333332655
1000000,40.0%,5,0.1482120999999855,0.14928733333334776,0.1909568333333406
1000000,50.0%,0,0.1559532333333209,0.16489640000001296,0.20752720000001545
1000000,50.0%,1,0.16068076666666306,0.1642330333333272,0.22144959999999023
1000000,50.0%,2,0.1636352333333472,0.15002929999999046,0.2065615333333426
1000000,50.0%,3,0.1574456666666606,0.15158530000000306,0.20335009999998496
1000000,50.0%,4,0.15766249999999596,0.15152993333331702,0.203884533333337
1000000,50.0%,5,0.1766535333333271,0.1512367999999924,0.21867263333331266
1000000,60.0%,0,0.16168936666667832,0.15666290000001482,0.2183389666666926
1000000,60.0%,1,0.16308726666663156,0.15861006666667285,0.22416779999999412
1000000,60.0%,2,0.16327413333336457,0.1560069666666474,0.21555770000001453
1000000,60.0%,3,0.1797091000000061,0.18121033333333494,0.2147439333333523
1000000,60.0%,4,0.16309916666663563,0.15889306666664046,0.21647266666665624
1000000,60.0%,5,0.17040763333333567,0.1568374666666917,0.21797243333332972
1000000,70.0%,0,0.16933240000003025,0.16333620000000337,0.2263006333333427
1000000,70.0%,1,0.17923080000002756,0.1640829666666832,0.23359003333333325
1000000,70.0%,2,0.1877183666666724,0.16338340000000548,0.2279444666666753
1000000,70.0%,3,0.18374070000000606,0.1628470999999839,0.22718160000003232
1000000,70.0%,4,0.17182353333331926,0.16459103333333283,0.2271051999999827
1000000,70.0%,5,0.17171013333332516,0.16552856666665625,0.24720863333334364
1000000,80.0%,0,0.1926069333333468,0.1747664666666727,0.24760846666667172
1000000,80.0%,1,0.17996599999999793,0.17531160000002424,0.2578156333333557
1000000,80.0%,2,0.17467523333330823,0.17016326666665313,0.23681793333332735
1000000,80.0%,3,0.21083753333334698,0.16970023333332543,0.23771563333336113
1000000,80.0%,4,0.18798766666668598,0.16906143333331633,0.29797949999999673
1000000,80.0%,5,0.17520603333336263,0.18686700000000656,0.2365596333333239
1000000,90.0%,0,0.18032996666666654,0.1758084666666567,0.25142319999997653
1000000,90.0%,1,0.1999501999999893,0.1749538000000257,0.24798373333336107
1000000,90.0%,2,0.22498169999998177,0.17560410000002472,0.24929833333336168
1000000,90.0%,3,0.1800085999999889,0.1750739666666732,0.2520626666666506
1000000,90.0%,4,0.18289376666666612,0.17482443333331807,0.25224746666666914
1000000,90.0%,5,0.1810119000000062,0.17487280000000283,0.25049666666666326
10000000,10.0%,0,1.2318122333333577,1.2211790666666502,1.8942425666666622
10000000,10.0%,1,1.279146633333312,1.2085222333333452,1.9685429666666703
10000000,10.0%,2,1.3099543999999999,1.1479490666667214,1.9909709000000173
10000000,10.0%,3,1.190332466666708,1.1318814666666792,2.1352064333332996
10000000,10.0%,4,1.265143500000022,1.1538678000000193,1.953932800000075
10000000,10.0%,5,1.20281030000001,1.1916781666666338,1.8949504999999742
10000000,20.0%,0,1.3122286666666696,1.4026715000000725,2.1534933999999644
10000000,20.0%,1,1.3061743999999937,1.2641752999999578,2.0723068000000544
10000000,20.0%,2,1.318027233333396,1.2528809000000365,2.0545347999999044
10000000,20.0%,3,1.3036409333334025,1.5350217333332996,2.0467503333332693
10000000,20.0%,4,1.307663866666644,1.3099145333333884,2.0841340666667443
10000000,20.0%,5,1.3152875999999196,1.2824165999998816,2.302137700000003
10000000,30.0%,0,1.5310104000000138,1.3697094666666392,2.333952199999961
10000000,30.0%,1,1.5035654333332786,1.3834562000000308,2.3567361000000346
10000000,30.0%,2,1.4359051666666953,1.6412725666665817,2.3976855333333638
10000000,30.0%,3,1.4168230666667416,1.4293296666666417,2.3112737666665453
10000000,30.0%,4,1.4770649666666031,1.4202734000000419,2.3173142000000553
10000000,30.0%,5,1.4948875666665724,1.4077014666666703,2.7264289333332576
10000000,40.0%,0,1.6090722666667716,1.5063205666665453,2.5103049333335243
10000000,40.0%,1,1.5985600000000584,1.5885082666666979,2.5339184666666674
10000000,40.0%,2,1.603461800000029,1.593513733333263,2.4465220000001864
10000000,40.0%,3,1.6251251666669002,1.7525854000001952,2.499863933333169
10000000,40.0%,4,1.6117163666667693,1.5000499000000975,2.555458933333284
10000000,40.0%,5,1.6349388000001757,1.5017360333334484,2.421197766666713
10000000,50.0%,0,1.7322957999998227,1.6508814666667604,3.0390269666665213
10000000,50.0%,1,1.7233928333334916,1.713281199999983,2.6574460333331444
10000000,50.0%,2,1.6592003333335015,1.647715299999921,2.686697866666691
10000000,50.0%,3,1.659114099999897,1.6054694333333828,2.7634364333331782
10000000,50.0%,4,1.6507027000000865,1.7662682666668843,2.6825783666666516
10000000,50.0%,5,1.6378657666664367,1.7893638999997468,2.672594266666541
10000000,60.0%,0,1.800048400000075,1.7316885333333023,2.823802599999908
10000000,60.0%,1,1.7286266666666659,1.706935966666606,2.8057409333332544
10000000,60.0%,2,1.8095901666665668,1.753313399999873,2.7673301000001325
10000000,60.0%,3,1.9525926333332488,1.907839733333579,2.8539182333333883
10000000,60.0%,4,1.8191535000002357,1.7589434666667028,3.045734500000132
10000000,60.0%,5,1.8652509333333,1.7508890666667867,2.8504921999998865
10000000,70.0%,0,1.9318276666666254,1.8381379000002198,3.045302266666719
10000000,70.0%,1,1.900630100000247,1.9069653333332706,2.974455366666613
10000000,70.0%,2,1.893275899999935,1.8953877333333367,3.0724246666668478
10000000,70.0%,3,1.8971454333335107,1.8692033333333409,3.0699926000000537
10000000,70.0%,4,2.100777566666693,1.9278488000005989,3.237865000000056
